Species,State
Solanum_cunninghamii,0
Solanum_cataphractum,0
Solanum_petraeum,0
Solanum_leopoldense,0
Solanum_carduiforme,0
Solanum_vansittartense,0
Solanum_tudununggae,0
Solanum_oldfieldii,0
Solanum_coactiliferum,0
Solanum_gabrielae,0
Solanum_lasiophyllum,0
Solanum_lucani,0
Solanum_echinatum,0
Solanum_horridum,0
Solanum_cleistogamum,0
Solanum_beaugleholei,0
Solanum_phlomoides,0
Solanum_diversiflorum,0
Solanum_chippendalei,0
Solanum_clarkiae,0
Solanum_melanospermum,0
Solanum_oedipus,0
Solanum_heteropodium,0
Solanum_sejunctum,0
Solanum_asymmetriphyllum,0
Solanum_pugiunculiferum,0
Solanum_hoplopetalum,0
Solanum_hystrix,0
Solanum_oligacanthum,0
Solanum_nemophilum,0
Solanum_tetrathecum,0
Solanum_jucundum,0
Solanum_elachophyllum,0
Solanum_orbiculatum,0
Solanum_nummularium,0
Solanum_petrophilum,0
Solanum_campanulatum,0
Solanum_prinophyllum,0
Solanum_pungetium,0
Solanum_ditrichum,0
Solanum_vicinum,0
Solanum_cinereum,0
Solanum_esuriale,0
Solanum_centrale,0
Solanum_quadriloculatum,0
Solanum_ellipticum,0
Solanum_dianthophorum,0
Solanum_stenopterum,0
Solanum_sturtianum,0
Solanum_pusillum,0
Solanum_lythrocarpum,0
Solanum_papaverifolium,0
Solanum_eremophilum,0
Solanum_argopetalum,0
Solanum_nobile,0
Solanum_brownii,0
Solanum_curvicuspe,0
Solanum_neoanglicum,0
Solanum_pancheri,0
Solanum_vaccinioides,0
Solanum_semiarmatum,0
Solanum_mitchellianum,0
Solanum_incompletum,0
Solanum_sandwicense,0
Solanum_dimorphispinum,0
Solanum_macoorai,0
Solanum_viridifolium,0
Solanum_innoxium,0
Solanum_hapalum,0
Solanum_densevestitum,0
Solanum_johnsonianum,0
Solanum_amblymerum,0
Solanum_limitare,0
Solanum_inaequilaterum,0
Solanum_serpens,0
Solanum_acanthodapis,0
Solanum_cookii,0
Solanum_furfuraceum,0
Solanum_rixosum,0
Solanum_stupefactum,0
Solanum_dissectum,0
Solanum_corifolium,0
Solanum_shirleyanum,0
Solanum_discolor,0
Solanum_gympiense,0
Solanum_latens,0
Solanum_parvifolium,0
Solanum_chenopodinum,0
Solanum_stelligerum,0
Solanum_ferocissimum,0
Solanum_crotonoides,0
Solanum_erianthum_lanceolatum,0
Solanum_asteropilodes,0
Solanum_crinitipes,0
Solanum_subinerme,0
Solanum_poinsettiifolium,0
Solanum_bonariense,0
Solanum_paniculatum,0
Solanum_subumbellatum,0
Solanum_donianum,0
Solanum_comarapanum,0
Solanum_stellativelutinum,0
Solanum_metrobotryon,0
Solanum_ursinum,0
Solanum_scuticum,0
Solanum_torvum,0
Solanum_lanceolatum,0
Solanum_rudepannum,0
Solanum_hispidum,0
Solanum_ovalifolium,0
Solanum_chrysotrichum,0
Solanum_pluviale,0
Solanum_whalenii,0
Solanum_albidum,0
Solanum_glutinosum,0
Solanum_bolivianum,0
Solanum_caricifolium,0
Solanum_acutilobum,0
Solanum_asperolanatum,0
Solanum_multispinum,0
Solanum_moxosense,0
Solanum_comptum,0
Solanum_conditum,0
Solanum_aridum,0
Solanum_juvenale,0
Solanum_pumilum,0
Solanum_carolinense,0
Solanum_dimidiatum,0
Solanum_alternatopinnatum,0
Solanum_refractum,0
Solanum_bicorne,0
Solanum_wendlandii,0
Solanum_inelegans,0
Solanum_abutiloides,0
Solanum_asperum,0
Solanum_mauritianum,0
Solanum_rugosum,0
Solanum_umbellatum,0
Solanum_velutissimum,0
Solanum_conglobatum,0
Solanum_hazenii,0
Solanum_hayesii,0
Solanum_schlechtendalianum,0
Solanum_hirtellum,0
Solanum_cordovense,0
Solanum_armentalis,0
Solanum_celsum,0
Solanum_lepidotum,0
Solanum_lignescens,0
Solanum_adscendens,0
Solanum_manabiense,0
Solanum_evolvuloides,0
Solanum_turneroides,0
Solanum_parcistrigosum,0
Solanum_pentaphyllum,0
Solanum_phaseoloides,0
Solanum_ternatum,0
Solanum_savanillense,0
Solanum_trizygum,0
Solanum_chamaepolybotryon,0
Solanum_angustialatum,0
Solanum_mite,0
Solanum_anceps,0
Solanum_conicum,0
Solanum_uleanum,0
Solanum_incurvum,0
Solanum_trifolium,0
Solanum_limoncochaense,0
Solanum_dolichorhachis,0
Solanum_pacificum,0
Solanum_evolvulifolium,0
Solanum_loxophyllum,0
Solanum_crassinervium,0
Solanum_dalibardiforme,0
Solanum_lycopersicoides,0
Solanum_sitiens,0
Solanum_juglandifolium,0
Solanum_ochranthum,0
Solanum_chilense,0
Solanum_habrochaites,0
Solanum_pennellii,0
Solanum_peruvianum,0
Solanum_galapagense,0
Solanum_lycopersicum,0
Solanum_cheesmaniae,0
Solanum_humboldti,0
Solanum_chmielewskii,0
Solanum_neorickii,0
Solanum_pimpinellifolium,0
Solanum_spegazzinii,0
Solanum_kurtzianum,0
Solanum_etuberosum,0
Solanum_palustre,0
Solanum_commersonii,0
Solanum_achacachense,0
Solanum_lignicaule,0
Solanum_laxissimum,0
Solanum_pampasense,0
Solanum_raphanifolium,0
Solanum_santolallae,0
Solanum_violaceimarmoratum,0
Solanum_oxycarpum,0
Solanum_longiconicum,0
Solanum_colombianum,0
Solanum_subpanduratum,0
Solanum_tundalomense,0
Solanum_agrimonifolium,0
Solanum_maglia,0
Solanum_tuberosum,0
Solanum_acaule,0
Solanum_megistacrolobum,0
Solanum_albicans,0
Solanum_microdontum,0
Solanum_moscopanum,0
Solanum_iopetalum,0
Solanum_incamayoense,0
Solanum_schenckii,0
Solanum_hougasii,0
Solanum_guerreroense,0
Solanum_hjertingii,0
Solanum_stoloniferum,0
Solanum_vernei,0
Solanum_demissum,0
Solanum_brevicaule,0
Solanum_ambosinum,0
Solanum_bukasovii,0
Solanum_candolleanum,0
Solanum_marinasense,0
Solanum_verrucosum,0
Solanum_sucrense,0
Solanum_sparsipilum,0
Solanum_okadae,0
Solanum_arnezii,0
Solanum_yungasense,0
Solanum_chacoense,0
Solanum_tarijense,0
Solanum_ugentii,0
Solanum_infundibuliforme,0
Solanum_oplocense,0
Solanum_leptophyes,0
Solanum_avilesii,0
Solanum_berthaultii,0
Solanum_doddsii,0
Solanum_alandiae,0
Solanum_stenophyllidium,0
Solanum_pinnatisectum,0
Solanum_jamesii,0
Solanum_cardiophyllum,0
Solanum_ehrenbergii,0
Solanum_bulbocastanum,0
Solanum_polyadenium,0
Solanum_clarum,0
Solanum_morelliforme,0
Solanum_scabrifolium,0
Solanum_piurae,0
Solanum_pascoense,0
Solanum_immite,0
Solanum_chomatophilum,0
Solanum_circaeifolium,0
Solanum_multiinterruptum,0
Solanum_acroscopicum,0
Solanum_andreanum,0
Solanum_brevifolium,0
Solanum_appendiculatum,0
Solanum_taeniotrichum,0
Solanum_muricatum,0
Solanum_caripense,0
Solanum_fraxinifolium,0
Solanum_multifidum,0
Solanum_paposanum,0
Solanum_montanum,0
Solanum_valdiviense,0
Solanum_simile,0
Solanum_symonii,0
Solanum_capsiciforme,0
Solanum_linearifolium,0
Solanum_vescum,0
Solanum_laciniatum,0
Solanum_aviculare,0
Solanum_multivenosum,0
Solanum_quadrangulare,0
Solanum_aggregatum,0
Solanum_terminale,0
Solanum_nakurense,0
Solanum_herculeum,0
Solanum_trisectum,0
Solanum_amygdalifolium,0
Solanum_crispum,0
Solanum_pubigerum,0
Solanum_aligerum,0
Solanum_nitidum,0
Solanum_ipomoeoides,0
Solanum_laxum,0
Solanum_calileguae,0
Solanum_seaforthianum,0
Solanum_wallacei,0
Solanum_pittosporifolium,0
Solanum_lyratum,0
Solanum_dulcamara,0
Solanum_radicans,0
Solanum_palitans,0
Solanum_tripartitum,0
Solanum_corymbosum,0
Solanum_caesium,0
Solanum_riojense,0
Solanum_gilioides,0
Solanum_triflorum,0
Solanum_tredecimgranum,0
Solanum_cochabambense,0
Solanum_monarchostemon,0
Solanum_huayavillense,0
Solanum_opacum,0
Solanum_aloysiifolium,0
Solanum_nigrescens,0
Solanum_ptychanthum,0
Solanum_diphyllum,0
Solanum_ramonense,0
Solanum_clavatum,0
Solanum_nigrum,0
Solanum_chenopodioides,0
Solanum_americanum,0
Solanum_fiebrigii,0
Solanum_retroflexum,0
Solanum_scabrum,0
Solanum_villosum,0
Solanum_pallidum,0
Solanum_physalifolium,0
Solanum_enantiophyllanthum,0
Solanum_thelopodium,0
Salpichroa_tristis,0
Witheringia_cuneata,0
Cuatresia_exiguiflora,0
Cuatresia_riparia,0
Larnax_hunzikeriana,0
Witheringia_coccoloboides,0
Iochroma_gesnerioides,1
Iochroma_salpoanum,0
Iochroma_edule,1
Iochroma_peruvianum,1
Iochroma_lehmannii,0
Iochroma_squamosum,0
Iochroma_cyaneum,0
Iochroma_cornifolium,0
Iochroma_loxense,0
Iochroma_stenanthum,0
Iochroma_tupayachianum,0
Iochroma_confertiflorum,0
Iochroma_ellipticum,0
Acnistus_arborescens,0
Iochroma_calycinum,0
Iochroma_fuchsioides,1
Iochroma_nitidum,0
Iochroma_grandiflorum,0
Iochroma_umbellatum,0
Saracha_punctata,0
Dunalia_solanacea,0
Saracha_quitensis,0
Dunalia_spathulata,0
Dunalia_obovata,0
Vassobia_breviflora,0
Vassobia_dichotoma,0
Iochroma_parvifolium,0
Dunalia_brachyacantha,0
Eriolarynx_fasciculata,0
Eriolarynx_lorentzii,0
Iochroma_australe,0
Dunalia_spinosa,0
Cuatresia_colombiana,0
Larnax_sachapapa,0
Larnax_sylvarum,0
Larnax_grandiflora,0
Larnax_cuyacensis,0
Deprea_paneroi,0
Deprea_bitteriana,0
Deprea_glabra,0
Larnax_peruviana,0
Larnax_hawkesii,0
Larnax_dilloniana,0
Larnax_suffruticosa,0
Deprea_orinocensis,0
Larnax_psilophyta,0
Larnax_subtriflora,0
Larnax_parviflora,0
Physaliastrum_heterophyllum,0
Leucophysalis_grandiflora,0
Leucophysalis_nana,0
Tzeltalia_calidaria,0
Tzeltalia_amphitricha,0
Leucophysalis_viscosa,0
Brachistus_stramoniifolius,0
Witheringia_meiantha,0
Witheringia_macrantha,0
Witheringia_solanacea,0
Witheringia_mexicana,0
Witheringia_correana,0
Oryctes_nevadensis,0
